"league","day","team1","team2","venue","time","geoLat","geoLng","club1","club2","club3","club4","num_offs","toplev1","toplev2","cupmode","whprosp","offownc","lirest","nwh","id"
3,3,50,54,7,11,50.123755231282,10.4190262178974,50,-1,54,-1,4,0,0,0,0,0,1,1,18
1,4,18,6,15,11,50.6049921370808,7.67216636137513,18,-1,6,-1,4,1,0,0,0,0,0,1,19
2,4,36,37,10,9,52.3240215746928,10.2315441809721,36,-1,37,-1,4,0,1,0,0,0,0,1,20
3,4,57,51,1,13,47.7206579083524,8.30897501324501,57,-1,51,-1,4,0,0,0,0,0,1,1,21
4,4,77,62,3,15,50.6113088255028,6.97437275132444,77,-1,62,-1,4,0,0,0,1,0,2,1,22
4,4,71,76,20,11,47.9002145726747,9.79014267733629,71,-1,76,-1,4,0,0,0,1,0,2,1,23
4,4,79,78,1,17,47.7206579083524,8.30897501324501,79,-1,78,-1,4,0,0,0,1,0,2,1,24
5,4,95,86,14,9,50.3687051278499,7.88158038951124,95,-1,86,-1,4,0,0,0,1,1,2,1,25
1,5,10,20,6,9,51.5599403159845,10.2080719248927,10,-1,20,-1,4,1,0,0,0,0,0,1,26
2,5,39,29,19,13,49.9777669743382,10.9760519388776,39,-1,29,-1,4,0,1,0,0,0,0,1,27
2,5,30,36,5,11,49.064163598379,8.10572102671768,30,-1,36,-1,4,0,1,0,0,0,0,1,28
3,5,52,44,20,11,47.9002145726747,9.79014267733629,52,-1,44,-1,4,0,0,0,0,0,1,1,29
4,5,65,67,4,9,48.0410083920093,8.27048672939007,65,-1,67,-1,4,0,0,0,1,0,2,1,30
5,5,89,87,12,13,49.0848280046255,9.17902728413661,89,-1,87,-1,4,0,0,0,1,1,2,1,31
5,5,86,90,4,9,48.0410083920093,8.27048672939007,86,-1,90,-1,4,0,0,0,1,1,2,1,32
1,6,7,8,17,15,49.84202622666,8.37671717273958,7,-1,8,-1,4,1,0,0,0,0,0,1,33
1,6,10,2,6,9,51.5599403159845,10.2080719248927,10,-1,2,-1,4,1,0,0,0,0,0,1,34
2,6,30,34,5,15,49.064163598379,8.10572102671768,30,-1,34,-1,4,0,1,0,0,0,0,1,35
2,6,40,28,14,15,50.3687051278499,7.88158038951124,40,-1,28,-1,4,0,1,0,0,0,0,1,36
3,6,43,57,3,11,50.6113088255028,6.97437275132444,43,-1,57,-1,4,0,0,0,0,0,1,1,37
3,6,54,42,14,13,50.3687051278499,7.88158038951124,54,-1,42,-1,4,0,0,0,0,0,1,1,38
4,6,75,72,11,11,50.5887134910881,10.1540056658724,75,-1,72,-1,4,0,0,0,1,0,2,1,39
4,6,68,77,10,17,52.3240215746928,10.2315441809721,68,-1,77,-1,4,0,0,0,1,0,2,1,40
1,7,20,13,9,15,48.1137375985981,8.27105410402909,20,-1,13,-1,4,1,0,0,0,0,0,1,41
1,7,3,1,16,9,49.4079218433177,10.1117510875268,3,-1,1,-1,4,1,0,0,0,0,0,1,42
1,7,7,10,17,11,49.84202622666,8.37671717273958,7,-1,10,-1,4,1,0,0,0,0,0,1,43
2,7,38,35,20,17,47.9002145726747,9.79014267733629,38,-1,35,-1,4,0,1,0,0,0,0,1,44
3,7,47,51,6,17,51.5599403159845,10.2080719248927,47,-1,51,-1,4,0,0,0,0,0,1,1,45
3,7,49,42,13,11,48.3274433451934,9.09607451757178,49,-1,42,-1,4,0,0,0,0,0,1,1,46
4,7,64,72,8,13,51.0106044094634,10.0381456317604,64,-1,72,-1,4,0,0,0,1,0,2,1,47
5,7,99,95,6,13,51.5599403159845,10.2080719248927,99,-1,95,-1,4,0,0,0,1,1,2,1,48
1,8,11,4,10,9,52.3240215746928,10.2315441809721,11,-1,4,-1,4,1,0,0,0,0,0,1,49
3,8,51,59,5,11,49.064163598379,8.10572102671768,51,-1,59,-1,4,0,0,0,0,0,1,1,50
4,8,67,76,7,11,50.123755231282,10.4190262178974,67,-1,76,-1,4,0,0,0,1,0,2,1,51
4,8,63,61,18,13,50.5381428276681,9.07179275348618,63,-1,61,-1,4,0,0,0,1,0,2,1,52
5,8,85,100,17,9,49.84202622666,8.37671717273958,85,-1,100,-1,4,0,0,0,1,1,2,1,53
5,8,82,88,7,13,50.123755231282,10.4190262178974,82,-1,88,-1,4,0,0,0,1,1,2,1,54
1,9,14,8,1,11,47.7206579083524,8.30897501324501,14,-1,8,-1,4,1,0,0,0,0,0,1,55
3,9,44,57,4,13,48.0410083920093,8.27048672939007,44,-1,57,-1,4,0,0,0,0,0,1,1,56
4,9,75,73,11,13,50.5887134910881,10.1540056658724,75,-1,73,-1,4,0,0,0,1,0,2,1,57
4,9,65,74,4,11,48.0410083920093,8.27048672939007,65,-1,74,-1,4,0,0,0,1,0,2,1,58
1,10,16,12,11,13,50.5887134910881,10.1540056658724,16,-1,12,-1,4,1,0,0,0,0,0,1,59
3,10,46,53,15,17,50.6049921370808,7.67216636137513,46,-1,53,-1,4,0,0,0,0,0,1,1,60
3,10,55,48,9,15,48.1137375985981,8.27105410402909,55,-1,48,-1,4,0,0,0,0,0,1,1,61
3,10,56,43,11,17,50.5887134910881,10.1540056658724,56,-1,43,-1,4,0,0,0,0,0,1,1,62
4,10,66,77,14,13,50.3687051278499,7.88158038951124,66,-1,77,-1,4,0,0,0,1,0,2,1,63
4,10,65,79,4,15,48.0410083920093,8.27048672939007,65,-1,79,-1,4,0,0,0,1,0,2,1,64
4,10,62,63,15,17,50.6049921370808,7.67216636137513,62,-1,63,-1,4,0,0,0,1,0,2,1,65
