"referee","avail"
64,"JJJNJJJNNBHHJNHJNBNN"
65,"JJHDJMDJHJJJJNNHNJDJ"
66,"JNNBJNHBJHNNBMMNJDBJ"
67,"BJNNBJJNJJJBJDNNNJMJ"
68,"JJDHJMMJNJNNNJNNNJBH"
69,"NNMJBNBJNBHDBHJJNBHM"
70,"NJNJJJBDHHMNHJJNHJBJ"
71,"NJNJNNJNJHJJNJNNHNDJ"
72,"DDHNNJJHNHJNNJBJNBNH"
73,"HJNNJHNNHNJNJDNJJHBJ"
74,"BJHBJBNBBJJJJNDJNHJH"
75,"NJNJJHNNJJBNBJJJJJJJ"
76,"JNMNBBNDBJNNDNNNNJNJ"
77,"NBNBJNNBNBBJJNNNBHBJ"
78,"NBJJJHJDNBJBJNMJHDNJ"
79,"JNNJJNJBHJJBJDNJNDNH"
80,"BJJJNJJHDJJNDHJJHJHH"
81,"BJNNBHDHNJJNNJJNJNNB"
82,"BJJNNNJDDJJNNJNNHJJJ"
83,"NHNJBNNNJNJBBNJJJNJN"
84,"BNJDJHJBJJJNMJJMJNJJ"
85,"JJHNHJNJJNNHBBJJNNJN"
86,"JJNJDJJHJHJNBJBJNJJN"
87,"BNJBMJJHBNNDDJJNJNJJ"
88,"JJBHNBNNNJMJNNJBNBJJ"
89,"HJMJJDHJJJHNJJNJNNHN"
90,"NJNJNNJMJJJJNJNJNJJJ"
91,"NMJHJNBJJJJBJMJJNJJJ"
92,"BBNJHNJNNHJJJNJBNNBJ"
93,"NJDNHNMJJJNNNJHNDBJB"
94,"NBJJMJNJJJHNDHJNJJJJ"
95,"BDJJJNMJJNBJJJNNNJNH"
96,"JJJNMJJHNMJNJNJJJNJJ"
97,"NHJJJJNNDHNJBBJDJNNJ"
98,"JNJNDNNJBNJNJNHNJNJB"
99,"NJNBNNHNJJBNJNJNNBDN"
100,"NNNNNHJDJNHNDHNMJJJD"
101,"JNNHMNJNJJHJHJNJJJNN"
102,"NJJBBJJBNNBNNHJJMJNJ"
103,"JNJJNJNNNJJHBNDNHJJN"
104,"JJJBNDNJJNJNNJNNNJNJ"
105,"NJJJJJJJHJNNJJNJNJNH"
106,"JNJMJMJJJJDJMBHNNDNN"
107,"JJNNJJJNJNJMHNJNHJJH"
108,"HJNNJNBNJDBHJNNNMNJB"
109,"JJBJJJJJJJJJJNDNHJBJ"
110,"JNJBJJJNJNJNHHNJJNNJ"
111,"JBHJJJMJDBNBJJBJJNNN"
112,"JJNNJBNJJHJNJJJMJJHN"
113,"NBBNNJNJHBBNJJJNJJDN"
114,"JBNHJJNNNJNHNJJJJMBN"
115,"HNNJJMHNDNNJHJJHJNNN"
116,"JNJJMJHJBNJNNJHNJMJJ"
117,"JNBMBJJHBJJJJNJNNNNJ"
118,"NNJHJNHNHBJMHNNHNDMJ"
119,"JJJJJJDJBNMDJJNJHNNN"
120,"JJDNNBBJJBJJJNNNNNBJ"
121,"HJJNNBHMDJNJBJJNJHJH"
122,"NJNNHJJJBJJBJNNJJJNN"
123,"JJJBNJNJJHNJJDJJNJHN"
124,"JBJDBJJJJDDDJBDDNNNB"
125,"BJBBNMJNJMNNJJBDJHNJ"
126,"NBJMNJJJJJNJJBNJNJNJ"
127,"NMJJJJHHJNJJJNJNHJJN"
128,"MJJBDJJJHNNBHDNJHJJN"
129,"HNJJMJJJJJBNDHHNHBNN"
130,"BDJBBBNNJNMJNMJDJJJN"
131,"JJBJNHNNMBHJJJBHNNNJ"
132,"JMJMJJNBNJNNJJJJMJBN"
133,"JJHJHJJHJNHJJNHJNHBJ"
134,"NNBHJBNJDNNDNNJNMJNJ"
135,"MNJJHDJJJBBHMNDNMJNJ"
136,"JDJJDNJNJBBHNJNNNJHN"
137,"JMJJJJNJNNDHJNBNJJBN"
138,"JJNNJJNJDJNNJJBDNJNN"
139,"NNNJJBJNNBNJNNNBBJJH"
140,"JMDNJJJNJNNBJJNJJNDJ"
141,"NJJNHHJNJJNJJNNJNDJH"
142,"DNNNJHBJJJJJJNMNJDJJ"
143,"BHJHNNNNHHJNBJJNNJBN"
144,"NJNJHJNJJNBJNJNJNNJJ"
145,"NNDBNJDDBJDNNJDJJDNJ"
146,"JJNJDJDHNJNNJJJJJNJN"
147,"BNJHDBNJNNJJNJHNDJNJ"
148,"JJJJBJMJJDJBBMJBJBMJ"
149,"DJJJBJHJDBMNMNDNJJNN"
150,"JNDJBBHNHHNNJNJNNJJJ"
151,"JJJJBNHHNHNJJJNNBNHN"
152,"NNDJNBNNNMJHJJNNJDMD"
153,"HHDJJNJBJBBHJHJJJBBN"
154,"MNNNJMHNBNMJNJNBHHNJ"
155,"NNHNBJMBNJJNNHJJBJNJ"
156,"MDJNBHJJNJHNJMJHJHHN"
157,"NHNNJMJJHHJHJNNNNJNN"
158,"DJJHJNJHJHNNNNJBNHHN"
159,"JHNNMNHNNJJNNJDJJBJM"
160,"JJJJNHJNJJHJBJJNBJJN"
161,"NMNJNJJJJMJHNHNMNJJJ"
162,"BBJJJJMNNHHJJJBBJHNN"
163,"JNHJHDBNNHDNJNNNBNHJ"
164,"BJJDDJHDNHNHBJNDBJNH"
165,"JJNNJHJJJMBBJNDJHJNN"
166,"JBNJNJJJBNNJJJJNBBNN"
167,"NNJJJMBDBJJNJJDDNNJH"
168,"NJNBNJHHJJJNJNNJDJBJ"
169,"HNJJBJHJNHHJJBNJBNNN"
170,"JHJJNNJNNNMHJHNJNBBB"
171,"JNNBNBDJJHJNNJDJNJNN"
172,"JNJNNJBNJDNDHJHDJDJH"
173,"DJNJHJHNNBJNBDJHBHJJ"
174,"NJJNDJJHNJNJJJNJDNJB"
175,"JMJJDNNMBJNNDNHHNNHN"
176,"NJJNJNJJMJDJNJJJNHNN"
177,"NHJBJJJJHJJJJBHNJJHJ"
178,"DJJMNHNNNBJNNBJDNJBN"
179,"BJJJJHJNJNHJJNJDNJJH"
180,"DBJMNHJHNHJJJBHJJHJJ"
181,"NJBJJNMNJHNJNJJBJNJN"
182,"JNJJNNNJJDJJNJJJHJMJ"
183,"JJJJJNNNBDJJDHJJJJJN"
184,"JNNNNJJJJJJJJJNBDNNN"
185,"JJDJDNNNHNNHJJJBBHMH"
186,"JJNBNNNJHJNMJNNJBJBH"
187,"JHJDNNNNNNNNJJJJDJBJ"
188,"HJJJBNHJNJJNJJNBBJHJ"
189,"NDJBJJNHHDHNJNJBJHBB"
190,"NMJBJJNNMJDNNNBJJNHN"
191,"JHNNJHNNJJJHNJHBNJJN"
192,"JNJJNNJJJJJNJHNMJJJJ"
193,"MJJNMJNJMHNJNDDDJNNJ"
194,"JNJJHHMJJJJBBBJNJNMJ"
195,"JJJNJJNNHJNJJNDNNNDN"
196,"JHNJBBJNJJNMMHJJNNNH"
197,"NHJJNNMJNNJJJJJJJHJJ"
198,"JJNNMNJJJNNHJJJJDNJJ"
199,"DNNHJJJNJJNBNJJMDJJN"
200,"JNBNJNBNNJDBNBDJJJNH"
