"referee","avail"
80,"JJJDNNJBNHNJHDJJDNJB"
81,"NNMHBJNNJJBJJJNJJJNJ"
82,"JJNNNJNJNNJJBBDBHJJD"
83,"JDNNJJNJJBJNBNNNJHHJ"
84,"NJNBBJNMNJBDMNNNNJBN"
85,"NDDJJNHDBHJBJJJJHNNH"
86,"HJHJJJJNJJJNMJNJJJBJ"
87,"MNJNNHNNMNJJBBBJJHMH"
88,"JHJHJJHNDNDHNNHNJJJJ"
89,"DJNMJJJJJJJJJMJBNBMJ"
90,"NNBMMJJNJNNBNNJMHNJH"
91,"JJJDBJJJNJJJJJJBJMNN"
92,"JNNNDJJHNJNHJJHBNJJN"
93,"NHNJNNJDHBJNBMNJNDNH"
94,"JJNJBJNJJNNJHNDJJDBN"
95,"NNBJHNJHHJBJJJHNJHJM"
96,"DJNNNBJDNMJJHNJNNJJB"
97,"JJJNDHJHHHJHMJNNBJNM"
98,"JBMNBJJNJNNJNJNMJJJM"
99,"BNNHJJHNNBJJNNJNNJNJ"
100,"JHDJJHDJBJNNJNNHBNHJ"
101,"MJNNNHNJNNBJJNHNBJMJ"
102,"JJNNNJJJJJJNJJNMJJNN"
103,"JNNBNDNJJJJJJNBHMJJD"
104,"NNNHJJJJHJHNNNNJJBBB"
105,"JJMMDNJNJNNNJNHNNJBH"
106,"JJNJJJNNNNNBJNJNJNJJ"
107,"JNNJBNJJNNJBMJNJJJJN"
108,"JJJJJJNJNNNNJNJJBBNJ"
109,"NBBNHNJNBJDJJJBJJNJN"
110,"NNJJHBHJJJBBJNNJJBJJ"
111,"JHJJJNMDMNNJNBNJJNMN"
112,"JJJNNHNJJBJNNDJBNJJB"
113,"NNHJBNHNBNMNNNNJJBJN"
114,"JNJJBNJNBJNNBBJNNMJN"
115,"JNNNJHJJJHBDNJHJMJJJ"
116,"BJBJHNJHJBJNNJNNNBJJ"
117,"JJJJNJNBNNJNJNBJHHNJ"
118,"JNJJNNNJJJJJNJMHNNJJ"
119,"NJJDNNJJNDJHJHJHHNJN"
120,"NJHJJBJJNJBJMJNNJBJJ"
121,"JJJHJNMNHNNJNJMJNNNN"
122,"JNHJBJBNJJNHDJJHNJDN"
123,"JNJJDNNJJJNBHNNHNNDN"
124,"NJJNBJHNJJJJNNNHMBJJ"
125,"HHNJHJNJJNNBJNBBJNJD"
126,"NJNJNJJNNJJJJMJJJHNB"
127,"JNBNNJJNNNNBJHHJNJDJ"
128,"NHMJJBNNNJNDNNJDJHJH"
129,"NNJJDJBMNMNNNDNJJBJJ"
130,"DNNBNHNJJBJBJDHNBNJJ"
131,"NJNJJHBJNJHJJJBJNJNN"
132,"MNJDDJNJJJJJJNJNDHJJ"
133,"JJJMBJJNNJJJNNNBMMJJ"
134,"MJNDBNJJNDJNNNJHJJJJ"
135,"NMJJNJJNNHJJDBHJDBJB"
136,"NJHJHNJJBHJBJJJNNJNJ"
137,"HMHNJHJMJHMNJNBJNNJN"
138,"HHNNNJBDNNNNJNNNJNNJ"
139,"DNNJJBNJNJJMNNJJMJHB"
140,"BBNBHNJNDJJNDNJBDNJJ"
141,"JJBJBJNJJHDJNJNHNNDJ"
142,"NBJJMHMNJNJJJNJJJNBN"
143,"NBHNDJJJJBHNJJNBMJDN"
144,"BNJJNNJJJBJJBNBHMNJN"
145,"JJJNJNBJJBNJHBHJJNBJ"
146,"HJJDHHJBJJNJMBJBBJND"
147,"JHDNDJNJNJHBNBJBMNHN"
148,"JNNNBJBJJJNJBJJJNNBJ"
149,"NJNJJHNMNNNNNNMNJJJN"
150,"JNNBNHNNMMJJJJMJJHJH"
151,"HJNBJNDJJJNMHJJDJJNJ"
152,"NJJMJHHDNJJJHNBJJJJJ"
153,"JNNJHJJNBJNBNBJMNDNN"
154,"NHBHJJBJJNJDBJJJDDNJ"
155,"NHBJNJNJJHJNJJBJNJNN"
156,"JBDNNJNHNNNMNNNJJNJM"
157,"NJNHJBJNBDJNHNJNBJJB"
158,"NBNDJBHJJJNJJJBHNJNN"
159,"JJNMNDNJJJJJNBNNNJNN"
160,"JNNNNHBHJNJHJNJNNDBJ"
161,"NMJJJNMNJNNJNNJDNBMJ"
162,"NMHNMJNJNHNNNHNNDHJD"
163,"JNNJBMNDJHJJBJJJHNHJ"
164,"DJDNNNNNJHJJMJJJJJJN"
165,"JNBJHNHMJJBJNHNNJBNN"
166,"JBDHNJBJBJNJMJJNJHBJ"
167,"JJHJJBJJNNJJJBJJHNNJ"
168,"HNBNNBJJMHNMNHNBJDNJ"
169,"JNMBMJJJNJBBNNJJBBMJ"
170,"JMNBHJMNNNMNJJNNNDHH"
171,"JHJNJHNJJJJJHBHNNJJJ"
172,"HJHNDNJJJJHDJJNNJNJN"
173,"JJHMNJJNBBMNJMJHBNDN"
174,"BBNJNNJJJNJDNDJBNNJJ"
175,"DJJHHJNBNJMMJNDDNHND"
176,"JJNBNJHHJNJJNJBDNMJB"
177,"JNNJJNJJNJJJNDDNDNJN"
178,"JJJBJNJJMDJDJNMJHNBH"
179,"NJBNBNHBDNJJMHJMHJBB"
180,"BJBNNDJHNJJJNJBMHHBJ"
181,"DHMNBJBJNJJNJNMBBHJD"
182,"JJJJJHJJDNJDNNNJNJJJ"
183,"JJNNHJJDNNJJNJNJHMJJ"
184,"JHJHHNJDNNJNJJNNDJNJ"
185,"NJMJNNNJJNNJDJNMHBNJ"
186,"DJDMMNHJNJNJNHNJNJNJ"
187,"JNJNBNJJJNNBBBJJNHBN"
188,"BHBJHBNJNJBJJNMJNNJJ"
189,"NMBNHNNDMHJJBJNMJJND"
190,"BJMJNNJBBNNJDNMHNHNJ"
191,"NJJBBDJDNHNNNNMDJNND"
192,"NHJJBMJJBHBJNJJNNJHN"
193,"NJHJNJJNNMJDDBNNNHJN"
194,"JJJBBJNNNBJJJJHNNNJJ"
195,"JHJNHMJJJHJNJNNJNNNN"
196,"JBBJJNJNMJMNDNHHMNBJ"
197,"NHHJJJBNJNJJHJNJJBNM"
198,"HHNHHHNBNMJJJJJHDDJJ"
199,"BJJDBJHBBNBJNHJBJNJD"
200,"NBNJJJNDJNNJJNJMMNNJ"
