"league","day","team1","team2","venue","time","geoLat","geoLng","club1","club2","club3","club4","num_offs","toplev1","toplev2","cupmode","whprosp","offownc","lirest","nwh","id"
3,3,45,55,2,17,49.8965431915026,6.76403595126535,45,-1,55,-1,4,0,0,0,0,0,1,1,27
3,3,56,46,1,13,49.6456970440335,7.57184701573815,56,-1,46,-1,4,0,0,0,0,0,1,1,28
4,3,74,66,2,17,49.8965431915026,6.76403595126535,74,-1,66,-1,4,0,0,0,1,0,2,1,29
4,3,64,70,18,17,50.7280755821285,7.3373679755962,64,-1,70,-1,4,0,0,0,1,0,2,1,30
4,3,69,62,15,13,48.1840773095377,8.58519401876282,69,-1,62,-1,4,0,0,0,1,0,2,1,31
5,3,86,89,11,15,49.0819948346425,8.72870447317988,86,-1,89,-1,4,0,0,0,1,1,2,1,32
1,4,3,19,3,13,48.3448419688079,10.8408752251552,3,-1,19,-1,4,1,0,0,0,0,0,1,33
1,4,17,14,6,9,49.7802578692396,8.17046150510794,17,-1,14,-1,4,1,0,0,0,0,0,1,34
1,4,18,7,17,15,50.2873970970121,9.22315472441929,18,-1,7,-1,4,1,0,0,0,0,0,1,35
1,4,8,12,18,13,50.7280755821285,7.3373679755962,8,-1,12,-1,4,1,0,0,0,0,0,1,36
2,4,37,28,12,13,49.0332984618581,11.416350793321,37,-1,28,-1,4,0,1,0,0,0,0,1,37
2,4,23,24,2,13,49.8965431915026,6.76403595126535,23,-1,24,-1,4,0,1,0,0,0,0,1,38
2,4,31,26,3,17,48.3448419688079,10.8408752251552,31,-1,26,-1,4,0,1,0,0,0,0,1,39
3,4,51,59,17,13,50.2873970970121,9.22315472441929,51,-1,59,-1,4,0,0,0,0,0,1,1,40
3,4,60,54,10,11,48.5554119946222,6.16224559602198,60,-1,54,-1,4,0,0,0,0,0,1,1,41
4,4,65,61,7,13,52.0046008906585,11.0579935571938,65,-1,61,-1,4,0,0,0,1,0,2,1,42
4,4,78,67,12,11,49.0332984618581,11.416350793321,78,-1,67,-1,4,0,0,0,1,0,2,1,43
5,4,96,93,16,13,49.9299505817096,9.74866972736946,96,-1,93,-1,4,0,0,0,1,1,2,1,44
5,4,91,89,12,15,49.0332984618581,11.416350793321,91,-1,89,-1,4,0,0,0,1,1,2,1,45
5,4,92,99,7,11,52.0046008906585,11.0579935571938,92,-1,99,-1,4,0,0,0,1,1,2,1,46
5,4,95,81,2,9,49.8965431915026,6.76403595126535,95,-1,81,-1,4,0,0,0,1,1,2,1,47
5,4,88,84,14,13,51.0544925767541,7.29470148322586,88,-1,84,-1,4,0,0,0,1,1,2,1,48
1,5,11,20,12,11,49.0332984618581,11.416350793321,11,-1,20,-1,4,1,0,0,0,0,0,1,49
2,5,35,28,16,13,49.9299505817096,9.74866972736946,35,-1,28,-1,4,0,1,0,0,0,0,1,50
3,5,60,41,10,11,48.5554119946222,6.16224559602198,60,-1,41,-1,4,0,0,0,0,0,1,1,51
3,5,43,47,15,17,48.1840773095377,8.58519401876282,43,-1,47,-1,4,0,0,0,0,0,1,1,52
4,5,64,74,18,9,50.7280755821285,7.3373679755962,64,-1,74,-1,4,0,0,0,1,0,2,1,53
5,5,99,90,8,9,49.2488455724555,6.87539788244772,99,-1,90,-1,4,0,0,0,1,1,2,1,54
5,5,94,98,9,9,51.1680370956832,7.72592172239658,94,-1,98,-1,4,0,0,0,1,1,2,1,55
5,5,83,92,13,13,51.0418095436577,7.02797296414344,83,-1,92,-1,4,0,0,0,1,1,2,1,56
5,5,86,89,11,9,49.0819948346425,8.72870447317988,86,-1,89,-1,4,0,0,0,1,1,2,1,57
1,6,6,16,7,17,52.0046008906585,11.0579935571938,6,-1,16,-1,4,1,0,0,0,0,0,1,58
1,6,12,11,1,11,49.6456970440335,7.57184701573815,12,-1,11,-1,4,1,0,0,0,0,0,1,59
1,6,2,8,9,9,51.1680370956832,7.72592172239658,2,-1,8,-1,4,1,0,0,0,0,0,1,60
2,6,34,38,4,17,49.4792757520937,9.4343952326972,34,-1,38,-1,4,0,1,0,0,0,0,1,61
3,6,45,51,2,15,49.8965431915026,6.76403595126535,45,-1,51,-1,4,0,0,0,0,0,1,1,62
3,6,43,53,15,11,48.1840773095377,8.58519401876282,43,-1,53,-1,4,0,0,0,0,0,1,1,63
3,6,58,56,18,15,50.7280755821285,7.3373679755962,58,-1,56,-1,4,0,0,0,0,0,1,1,64
4,6,78,68,12,17,49.0332984618581,11.416350793321,78,-1,68,-1,4,0,0,0,1,0,2,1,65
4,6,65,61,7,11,52.0046008906585,11.0579935571938,65,-1,61,-1,4,0,0,0,1,0,2,1,66
5,6,81,96,1,17,49.6456970440335,7.57184701573815,81,-1,96,-1,4,0,0,0,1,1,2,1,67
5,6,82,94,5,11,51.044393874064,10.7900070080573,82,-1,94,-1,4,0,0,0,1,1,2,1,68
1,7,13,15,10,13,48.5554119946222,6.16224559602198,13,-1,15,-1,4,1,0,0,0,0,0,1,69
1,7,4,10,20,17,50.0285634483899,8.50520249735409,4,-1,10,-1,4,1,0,0,0,0,0,1,70
1,7,14,11,4,13,49.4792757520937,9.4343952326972,14,-1,11,-1,4,1,0,0,0,0,0,1,71
2,7,23,22,2,17,49.8965431915026,6.76403595126535,23,-1,22,-1,4,0,1,0,0,0,0,1,72
3,7,50,45,5,17,51.044393874064,10.7900070080573,50,-1,45,-1,4,0,0,0,0,0,1,1,73
4,7,69,77,15,13,48.1840773095377,8.58519401876282,69,-1,77,-1,4,0,0,0,1,0,2,1,74
4,7,73,66,14,11,51.0544925767541,7.29470148322586,73,-1,66,-1,4,0,0,0,1,0,2,1,75
4,7,67,70,6,13,49.7802578692396,8.17046150510794,67,-1,70,-1,4,0,0,0,1,0,2,1,76
5,7,86,88,11,11,49.0819948346425,8.72870447317988,86,-1,88,-1,4,0,0,0,1,1,2,1,77
5,7,81,94,1,11,49.6456970440335,7.57184701573815,81,-1,94,-1,4,0,0,0,1,1,2,1,78
2,8,34,36,4,11,49.4792757520937,9.4343952326972,34,-1,36,-1,4,0,1,0,0,0,0,1,79
2,8,27,37,17,17,50.2873970970121,9.22315472441929,27,-1,37,-1,4,0,1,0,0,0,0,1,80
2,8,28,33,19,9,51.8259415496568,9.56295689580855,28,-1,33,-1,4,0,1,0,0,0,0,1,81
3,8,58,47,18,17,50.7280755821285,7.3373679755962,58,-1,47,-1,4,0,0,0,0,0,1,1,82
4,8,75,67,3,11,48.3448419688079,10.8408752251552,75,-1,67,-1,4,0,0,0,1,0,2,1,83
4,8,76,69,5,15,51.044393874064,10.7900070080573,76,-1,69,-1,4,0,0,0,1,0,2,1,84
4,8,79,63,19,13,51.8259415496568,9.56295689580855,79,-1,63,-1,4,0,0,0,1,0,2,1,85
5,8,96,87,16,13,49.9299505817096,9.74866972736946,96,-1,87,-1,4,0,0,0,1,1,2,1,86
1,9,18,13,17,17,50.2873970970121,9.22315472441929,18,-1,13,-1,4,1,0,0,0,0,0,1,87
2,9,36,37,6,9,49.7802578692396,8.17046150510794,36,-1,37,-1,4,0,1,0,0,0,0,1,88
2,9,40,33,10,13,48.5554119946222,6.16224559602198,40,-1,33,-1,4,0,1,0,0,0,0,1,89
2,9,26,34,11,15,49.0819948346425,8.72870447317988,26,-1,34,-1,4,0,1,0,0,0,0,1,90
3,9,58,50,18,15,50.7280755821285,7.3373679755962,58,-1,50,-1,4,0,0,0,0,0,1,1,91
3,9,45,48,2,17,49.8965431915026,6.76403595126535,45,-1,48,-1,4,0,0,0,0,0,1,1,92
3,9,54,60,4,9,49.4792757520937,9.4343952326972,54,-1,60,-1,4,0,0,0,0,0,1,1,93
4,9,62,79,1,13,49.6456970440335,7.57184701573815,62,-1,79,-1,4,0,0,0,1,0,2,1,94
5,9,94,98,9,11,51.1680370956832,7.72592172239658,94,-1,98,-1,4,0,0,0,1,1,2,1,95
5,9,82,89,5,9,51.044393874064,10.7900070080573,82,-1,89,-1,4,0,0,0,1,1,2,1,96
1,10,14,12,4,9,49.4792757520937,9.4343952326972,14,-1,12,-1,4,1,0,0,0,0,0,1,97
2,10,24,38,9,11,51.1680370956832,7.72592172239658,24,-1,38,-1,4,0,1,0,0,0,0,1,98
2,10,36,21,6,15,49.7802578692396,8.17046150510794,36,-1,21,-1,4,0,1,0,0,0,0,1,99
2,10,26,39,11,15,49.0819948346425,8.72870447317988,26,-1,39,-1,4,0,1,0,0,0,0,1,100
2,10,28,29,19,9,51.8259415496568,9.56295689580855,28,-1,29,-1,4,0,1,0,0,0,0,1,101
2,10,33,23,5,15,51.044393874064,10.7900070080573,33,-1,23,-1,4,0,1,0,0,0,0,1,102
3,10,49,43,3,13,48.3448419688079,10.8408752251552,49,-1,43,-1,4,0,0,0,0,0,1,1,103
3,10,42,53,16,17,49.9299505817096,9.74866972736946,42,-1,53,-1,4,0,0,0,0,0,1,1,104
3,10,60,57,10,11,48.5554119946222,6.16224559602198,60,-1,57,-1,4,0,0,0,0,0,1,1,105
4,10,69,74,15,9,48.1840773095377,8.58519401876282,69,-1,74,-1,4,0,0,0,1,0,2,1,106
4,10,75,64,3,17,48.3448419688079,10.8408752251552,75,-1,64,-1,4,0,0,0,1,0,2,1,107
4,10,79,80,19,15,51.8259415496568,9.56295689580855,79,-1,80,-1,4,0,0,0,1,0,2,1,108
4,10,65,61,7,17,52.0046008906585,11.0579935571938,65,-1,61,-1,4,0,0,0,1,0,2,1,109
5,10,83,100,13,13,51.0418095436577,7.02797296414344,83,-1,100,-1,4,0,0,0,1,1,2,1,110
5,10,84,81,18,17,50.7280755821285,7.3373679755962,84,-1,81,-1,4,0,0,0,1,1,2,1,111
1,11,16,9,5,9,51.044393874064,10.7900070080573,16,-1,9,-1,4,1,0,0,0,0,0,1,112
1,11,13,1,10,15,48.5554119946222,6.16224559602198,13,-1,1,-1,4,1,0,0,0,0,0,1,113
1,11,20,14,19,9,51.8259415496568,9.56295689580855,20,-1,14,-1,4,1,0,0,0,0,0,1,114
1,11,5,18,2,13,49.8965431915026,6.76403595126535,5,-1,18,-1,4,1,0,0,0,0,0,1,115
2,11,32,21,13,13,51.0418095436577,7.02797296414344,32,-1,21,-1,4,0,1,0,0,0,0,1,116
2,11,36,24,6,11,49.7802578692396,8.17046150510794,36,-1,24,-1,4,0,1,0,0,0,0,1,117
2,11,29,23,15,11,48.1840773095377,8.58519401876282,29,-1,23,-1,4,0,1,0,0,0,0,1,118
3,11,58,52,18,13,50.7280755821285,7.3373679755962,58,-1,52,-1,4,0,0,0,0,0,1,1,119
4,11,66,72,20,17,50.0285634483899,8.50520249735409,66,-1,72,-1,4,0,0,0,1,0,2,1,120
4,11,63,74,17,11,50.2873970970121,9.22315472441929,63,-1,74,-1,4,0,0,0,1,0,2,1,121
5,11,96,86,16,17,49.9299505817096,9.74866972736946,96,-1,86,-1,4,0,0,0,1,1,2,1,122
5,11,99,85,8,17,49.2488455724555,6.87539788244772,99,-1,85,-1,4,0,0,0,1,1,2,1,123
1,12,14,9,4,15,49.4792757520937,9.4343952326972,14,-1,9,-1,4,1,0,0,0,0,0,1,124
1,12,17,16,6,9,49.7802578692396,8.17046150510794,17,-1,16,-1,4,1,0,0,0,0,0,1,125
1,12,2,3,9,11,51.1680370956832,7.72592172239658,2,-1,3,-1,4,1,0,0,0,0,0,1,126
3,12,41,42,19,9,51.8259415496568,9.56295689580855,41,-1,42,-1,4,0,0,0,0,0,1,1,127
3,12,46,56,9,9,51.1680370956832,7.72592172239658,46,-1,56,-1,4,0,0,0,0,0,1,1,128
3,12,57,59,14,11,51.0544925767541,7.29470148322586,57,-1,59,-1,4,0,0,0,0,0,1,1,129
3,12,50,48,5,13,51.044393874064,10.7900070080573,50,-1,48,-1,4,0,0,0,0,0,1,1,130
4,12,77,62,13,17,51.0418095436577,7.02797296414344,77,-1,62,-1,4,0,0,0,1,0,2,1,131
4,12,71,72,16,9,49.9299505817096,9.74866972736946,71,-1,72,-1,4,0,0,0,1,0,2,1,132
4,12,64,73,18,15,50.7280755821285,7.3373679755962,64,-1,73,-1,4,0,0,0,1,0,2,1,133
5,12,91,89,12,9,49.0332984618581,11.416350793321,91,-1,89,-1,4,0,0,0,1,1,2,1,134
5,12,84,94,18,17,50.7280755821285,7.3373679755962,84,-1,94,-1,4,0,0,0,1,1,2,1,135
5,12,97,86,15,13,48.1840773095377,8.58519401876282,97,-1,86,-1,4,0,0,0,1,1,2,1,136
5,12,98,99,20,11,50.0285634483899,8.50520249735409,98,-1,99,-1,4,0,0,0,1,1,2,1,137
5,12,85,88,6,11,49.7802578692396,8.17046150510794,85,-1,88,-1,4,0,0,0,1,1,2,1,138
1,13,2,6,9,13,51.1680370956832,7.72592172239658,2,-1,6,-1,4,1,0,0,0,0,0,1,139
2,13,29,30,15,17,48.1840773095377,8.58519401876282,29,-1,30,-1,4,0,1,0,0,0,0,1,140
2,13,38,37,14,13,51.0544925767541,7.29470148322586,38,-1,37,-1,4,0,1,0,0,0,0,1,141
2,13,31,22,3,9,48.3448419688079,10.8408752251552,31,-1,22,-1,4,0,1,0,0,0,0,1,142
3,13,58,44,18,11,50.7280755821285,7.3373679755962,58,-1,44,-1,4,0,0,0,0,0,1,1,143
3,13,53,48,11,11,49.0819948346425,8.72870447317988,53,-1,48,-1,4,0,0,0,0,0,1,1,144
3,13,59,54,20,9,50.0285634483899,8.50520249735409,59,-1,54,-1,4,0,0,0,0,0,1,1,145
3,13,45,50,2,11,49.8965431915026,6.76403595126535,45,-1,50,-1,4,0,0,0,0,0,1,1,146
3,13,41,43,19,9,51.8259415496568,9.56295689580855,41,-1,43,-1,4,0,0,0,0,0,1,1,147
4,13,78,73,12,17,49.0332984618581,11.416350793321,78,-1,73,-1,4,0,0,0,1,0,2,1,148
5,13,81,94,1,11,49.6456970440335,7.57184701573815,81,-1,94,-1,4,0,0,0,1,1,2,1,149
5,13,96,99,16,11,49.9299505817096,9.74866972736946,96,-1,99,-1,4,0,0,0,1,1,2,1,150
1,14,3,13,3,17,48.3448419688079,10.8408752251552,3,-1,13,-1,4,1,0,0,0,0,0,1,151
1,14,14,20,4,13,49.4792757520937,9.4343952326972,14,-1,20,-1,4,1,0,0,0,0,0,1,152
1,14,1,10,8,13,49.2488455724555,6.87539788244772,1,-1,10,-1,4,1,0,0,0,0,0,1,153
1,14,6,7,7,17,52.0046008906585,11.0579935571938,6,-1,7,-1,4,1,0,0,0,0,0,1,154
1,14,12,15,1,15,49.6456970440335,7.57184701573815,12,-1,15,-1,4,1,0,0,0,0,0,1,155
2,14,25,40,18,9,50.7280755821285,7.3373679755962,25,-1,40,-1,4,0,1,0,0,0,0,1,156
2,14,21,33,8,17,49.2488455724555,6.87539788244772,21,-1,33,-1,4,0,1,0,0,0,0,1,157
3,14,59,52,20,13,50.0285634483899,8.50520249735409,59,-1,52,-1,4,0,0,0,0,0,1,1,158
3,14,56,58,1,13,49.6456970440335,7.57184701573815,56,-1,58,-1,4,0,0,0,0,0,1,1,159
3,14,50,57,5,17,51.044393874064,10.7900070080573,50,-1,57,-1,4,0,0,0,0,0,1,1,160
3,14,54,47,4,15,49.4792757520937,9.4343952326972,54,-1,47,-1,4,0,0,0,0,0,1,1,161
3,14,45,46,2,15,49.8965431915026,6.76403595126535,45,-1,46,-1,4,0,0,0,0,0,1,1,162
4,14,76,74,5,11,51.044393874064,10.7900070080573,76,-1,74,-1,4,0,0,0,1,0,2,1,163
4,14,67,77,6,17,49.7802578692396,8.17046150510794,67,-1,77,-1,4,0,0,0,1,0,2,1,164
5,14,99,86,8,11,49.2488455724555,6.87539788244772,99,-1,86,-1,4,0,0,0,1,1,2,1,165
1,15,7,10,11,9,49.0819948346425,8.72870447317988,7,-1,10,-1,4,1,0,0,0,0,0,1,166
2,15,29,27,15,11,48.1840773095377,8.58519401876282,29,-1,27,-1,4,0,1,0,0,0,0,1,167
2,15,37,25,12,17,49.0332984618581,11.416350793321,37,-1,25,-1,4,0,1,0,0,0,0,1,168
2,15,28,32,19,13,51.8259415496568,9.56295689580855,28,-1,32,-1,4,0,1,0,0,0,0,1,169
3,15,51,60,17,9,50.2873970970121,9.22315472441929,51,-1,60,-1,4,0,0,0,0,0,1,1,170
3,15,45,58,2,13,49.8965431915026,6.76403595126535,45,-1,58,-1,4,0,0,0,0,0,1,1,171
3,15,52,48,6,13,49.7802578692396,8.17046150510794,52,-1,48,-1,4,0,0,0,0,0,1,1,172
3,15,56,41,1,11,49.6456970440335,7.57184701573815,56,-1,41,-1,4,0,0,0,0,0,1,1,173
4,15,75,72,3,9,48.3448419688079,10.8408752251552,75,-1,72,-1,4,0,0,0,1,0,2,1,174
5,15,85,90,6,13,49.7802578692396,8.17046150510794,85,-1,90,-1,4,0,0,0,1,1,2,1,175
5,15,99,87,8,15,49.2488455724555,6.87539788244772,99,-1,87,-1,4,0,0,0,1,1,2,1,176
5,15,81,91,1,9,49.6456970440335,7.57184701573815,81,-1,91,-1,4,0,0,0,1,1,2,1,177
1,16,12,3,1,13,49.6456970440335,7.57184701573815,12,-1,3,-1,4,1,0,0,0,0,0,1,178
2,16,28,38,19,13,51.8259415496568,9.56295689580855,28,-1,38,-1,4,0,1,0,0,0,0,1,179
2,16,27,24,17,17,50.2873970970121,9.22315472441929,27,-1,24,-1,4,0,1,0,0,0,0,1,180
2,16,33,37,5,15,51.044393874064,10.7900070080573,33,-1,37,-1,4,0,1,0,0,0,0,1,181
3,16,49,60,3,13,48.3448419688079,10.8408752251552,49,-1,60,-1,4,0,0,0,0,0,1,1,182
3,16,52,57,6,13,49.7802578692396,8.17046150510794,52,-1,57,-1,4,0,0,0,0,0,1,1,183
4,16,63,78,17,15,50.2873970970121,9.22315472441929,63,-1,78,-1,4,0,0,0,1,0,2,1,184
4,16,62,77,1,15,49.6456970440335,7.57184701573815,62,-1,77,-1,4,0,0,0,1,0,2,1,185
5,16,96,94,16,17,49.9299505817096,9.74866972736946,96,-1,94,-1,4,0,0,0,1,1,2,1,186
1,17,17,7,6,15,49.7802578692396,8.17046150510794,17,-1,7,-1,4,1,0,0,0,0,0,1,187
1,17,5,6,2,11,49.8965431915026,6.76403595126535,5,-1,6,-1,4,1,0,0,0,0,0,1,188
3,17,44,47,12,13,49.0332984618581,11.416350793321,44,-1,47,-1,4,0,0,0,0,0,1,1,189
3,17,57,42,14,9,51.0544925767541,7.29470148322586,57,-1,42,-1,4,0,0,0,0,0,1,1,190
4,17,79,72,19,11,51.8259415496568,9.56295689580855,79,-1,72,-1,4,0,0,0,1,0,2,1,191
4,17,75,62,3,9,48.3448419688079,10.8408752251552,75,-1,62,-1,4,0,0,0,1,0,2,1,192
4,17,76,74,5,13,51.044393874064,10.7900070080573,76,-1,74,-1,4,0,0,0,1,0,2,1,193
4,17,77,65,13,17,51.0418095436577,7.02797296414344,77,-1,65,-1,4,0,0,0,1,0,2,1,194
4,17,78,68,12,11,49.0332984618581,11.416350793321,78,-1,68,-1,4,0,0,0,1,0,2,1,195
4,17,64,73,18,9,50.7280755821285,7.3373679755962,64,-1,73,-1,4,0,0,0,1,0,2,1,196
1,18,2,1,9,17,51.1680370956832,7.72592172239658,2,-1,1,-1,4,1,0,0,0,0,0,1,197
1,18,18,11,17,15,50.2873970970121,9.22315472441929,18,-1,11,-1,4,1,0,0,0,0,0,1,198
1,18,17,10,6,11,49.7802578692396,8.17046150510794,17,-1,10,-1,4,1,0,0,0,0,0,1,199
1,18,12,13,1,15,49.6456970440335,7.57184701573815,12,-1,13,-1,4,1,0,0,0,0,0,1,200
2,18,29,31,15,15,48.1840773095377,8.58519401876282,29,-1,31,-1,4,0,1,0,0,0,0,1,201
2,18,22,32,20,11,50.0285634483899,8.50520249735409,22,-1,32,-1,4,0,1,0,0,0,0,1,202
2,18,23,24,2,17,49.8965431915026,6.76403595126535,23,-1,24,-1,4,0,1,0,0,0,0,1,203
2,18,30,34,7,11,52.0046008906585,11.0579935571938,30,-1,34,-1,4,0,1,0,0,0,0,1,204
2,18,28,35,19,13,51.8259415496568,9.56295689580855,28,-1,35,-1,4,0,1,0,0,0,0,1,205
3,18,56,53,1,13,49.6456970440335,7.57184701573815,56,-1,53,-1,4,0,0,0,0,0,1,1,206
4,18,75,66,3,13,48.3448419688079,10.8408752251552,75,-1,66,-1,4,0,0,0,1,0,2,1,207
5,18,91,88,12,17,49.0332984618581,11.416350793321,91,-1,88,-1,4,0,0,0,1,1,2,1,208
5,18,97,99,15,15,48.1840773095377,8.58519401876282,97,-1,99,-1,4,0,0,0,1,1,2,1,209
1,19,8,4,18,11,50.7280755821285,7.3373679755962,8,-1,4,-1,4,1,0,0,0,0,0,1,210
1,19,11,2,12,15,49.0332984618581,11.416350793321,11,-1,2,-1,4,1,0,0,0,0,0,1,211
1,19,5,3,2,9,49.8965431915026,6.76403595126535,5,-1,3,-1,4,1,0,0,0,0,0,1,212
2,19,25,38,18,13,50.7280755821285,7.3373679755962,25,-1,38,-1,4,0,1,0,0,0,0,1,213
3,19,59,49,20,9,50.0285634483899,8.50520249735409,59,-1,49,-1,4,0,0,0,0,0,1,1,214
4,19,78,72,12,11,49.0332984618581,11.416350793321,78,-1,72,-1,4,0,0,0,1,0,2,1,215
4,19,77,65,13,17,51.0418095436577,7.02797296414344,77,-1,65,-1,4,0,0,0,1,0,2,1,216
4,19,75,74,3,13,48.3448419688079,10.8408752251552,75,-1,74,-1,4,0,0,0,1,0,2,1,217
5,19,97,91,15,17,48.1840773095377,8.58519401876282,97,-1,91,-1,4,0,0,0,1,1,2,1,218
1,20,6,2,7,17,52.0046008906585,11.0579935571938,6,-1,2,-1,4,1,0,0,0,0,0,1,219
1,20,3,12,3,17,48.3448419688079,10.8408752251552,3,-1,12,-1,4,1,0,0,0,0,0,1,220
1,20,8,1,18,11,50.7280755821285,7.3373679755962,8,-1,1,-1,4,1,0,0,0,0,0,1,221
2,20,39,31,1,11,49.6456970440335,7.57184701573815,39,-1,31,-1,4,0,1,0,0,0,0,1,222
2,20,38,29,14,13,51.0544925767541,7.29470148322586,38,-1,29,-1,4,0,1,0,0,0,0,1,223
2,20,35,25,16,17,49.9299505817096,9.74866972736946,35,-1,25,-1,4,0,1,0,0,0,0,1,224
3,20,55,43,8,15,49.2488455724555,6.87539788244772,55,-1,43,-1,4,0,0,0,0,0,1,1,225
4,20,71,77,16,9,49.9299505817096,9.74866972736946,71,-1,77,-1,4,0,0,0,1,0,2,1,226
