"league","day","team1","team2","venue","time","geoLat","geoLng","club1","club2","club3","club4","num_offs","toplev1","toplev2","cupmode","whprosp","offownc","lirest","nwh","id"
4,4,62,75,12,13,48.5864933465078,9.48847812528268,62,-1,75,-1,4,0,0,0,1,0,2,1,19
5,4,99,81,2,9,50.416316122698,9.31336355508782,99,-1,81,-1,4,0,0,0,1,1,2,1,20
5,4,91,82,13,15,50.2695251105127,10.7308804745805,91,-1,82,-1,4,0,0,0,1,1,2,1,21
2,5,34,21,4,11,48.4757434738968,7.87819409576205,34,-1,21,-1,4,0,1,0,0,0,0,1,22
3,5,45,59,5,13,51.3058268929657,8.77920254533436,45,-1,59,-1,4,0,0,0,0,0,1,1,23
3,5,54,42,18,11,49.3761698215282,9.07970721423589,54,-1,42,-1,4,0,0,0,0,0,1,1,24
3,5,43,52,7,11,49.957308654723,6.78192523541736,43,-1,52,-1,4,0,0,0,0,0,1,1,25
3,5,44,55,4,15,48.4757434738968,7.87819409576205,44,-1,55,-1,4,0,0,0,0,0,1,1,26
3,5,46,53,17,11,49.2812867155106,8.25178856767552,46,-1,53,-1,4,0,0,0,0,0,1,1,27
4,5,64,76,2,17,50.416316122698,9.31336355508782,64,-1,76,-1,4,0,0,0,1,0,2,1,28
5,5,85,86,12,11,48.5864933465078,9.48847812528268,85,-1,86,-1,4,0,0,0,1,1,2,1,29
2,6,40,31,10,13,51.2108110130129,6.54265100792168,40,-1,31,-1,4,0,1,0,0,0,0,1,30
2,6,23,30,20,17,52.189363865417,11.7692787280823,23,-1,30,-1,4,0,1,0,0,0,0,1,31
3,6,55,47,8,9,50.1076590763442,9.38829639855359,55,-1,47,-1,4,0,0,0,0,0,1,1,32
3,6,58,52,6,15,51.5704340792378,7.10738884455073,58,-1,52,-1,4,0,0,0,0,0,1,1,33
3,6,43,59,7,13,49.957308654723,6.78192523541736,43,-1,59,-1,4,0,0,0,0,0,1,1,34
3,6,48,49,11,11,48.3891602952054,10.2921586323467,48,-1,49,-1,4,0,0,0,0,0,1,1,35
3,6,42,51,9,13,50.7127881500249,9.52974560267091,42,-1,51,-1,4,0,0,0,0,0,1,1,36
4,6,78,70,8,9,50.1076590763442,9.38829639855359,78,-1,70,-1,4,0,0,0,1,0,2,1,37
2,7,29,28,2,13,50.416316122698,9.31336355508782,29,-1,28,-1,4,0,1,0,0,0,0,1,38
3,7,44,50,4,15,48.4757434738968,7.87819409576205,44,-1,50,-1,4,0,0,0,0,0,1,1,39
3,7,58,52,6,11,51.5704340792378,7.10738884455073,58,-1,52,-1,4,0,0,0,0,0,1,1,40
4,7,67,79,15,11,51.2412935990342,10.1923256575959,67,-1,79,-1,4,0,0,0,1,0,2,1,41
4,7,76,70,5,15,51.3058268929657,8.77920254533436,76,-1,70,-1,4,0,0,0,1,0,2,1,42
1,8,17,5,3,15,48.8065225564218,11.0338137485468,17,-1,5,-1,4,1,0,0,0,0,0,1,43
1,8,6,13,13,17,50.2695251105127,10.7308804745805,6,-1,13,-1,4,1,0,0,0,0,0,1,44
2,8,25,27,15,15,51.2412935990342,10.1923256575959,25,-1,27,-1,4,0,1,0,0,0,0,1,45
2,8,33,29,6,9,51.5704340792378,7.10738884455073,33,-1,29,-1,4,0,1,0,0,0,0,1,46
4,8,69,64,10,11,51.2108110130129,6.54265100792168,69,-1,64,-1,4,0,0,0,1,0,2,1,47
5,8,81,95,7,15,49.957308654723,6.78192523541736,81,-1,95,-1,4,0,0,0,1,1,2,1,48
5,8,100,94,10,11,51.2108110130129,6.54265100792168,100,-1,94,-1,4,0,0,0,1,1,2,1,49
5,8,83,91,20,17,52.189363865417,11.7692787280823,83,-1,91,-1,4,0,0,0,1,1,2,1,50
1,9,15,18,2,17,50.416316122698,9.31336355508782,15,-1,18,-1,4,1,0,0,0,0,0,1,51
3,9,58,45,6,15,51.5704340792378,7.10738884455073,58,-1,45,-1,4,0,0,0,0,0,1,1,52
4,9,70,63,17,9,49.2812867155106,8.25178856767552,70,-1,63,-1,4,0,0,0,1,0,2,1,53
4,9,77,80,3,17,48.8065225564218,11.0338137485468,77,-1,80,-1,4,0,0,0,1,0,2,1,54
5,9,86,88,6,15,51.5704340792378,7.10738884455073,86,-1,88,-1,4,0,0,0,1,1,2,1,55
2,10,32,39,13,9,50.2695251105127,10.7308804745805,32,-1,39,-1,4,0,1,0,0,0,0,1,56
2,10,30,38,16,13,49.4603256182019,9.43764523446817,30,-1,38,-1,4,0,1,0,0,0,0,1,57
3,10,48,47,11,13,48.3891602952054,10.2921586323467,48,-1,47,-1,4,0,0,0,0,0,1,1,58
3,10,50,58,3,17,48.8065225564218,11.0338137485468,50,-1,58,-1,4,0,0,0,0,0,1,1,59
4,10,78,67,8,11,50.1076590763442,9.38829639855359,78,-1,67,-1,4,0,0,0,1,0,2,1,60
5,10,85,90,12,9,48.5864933465078,9.48847812528268,85,-1,90,-1,4,0,0,0,1,1,2,1,61
1,11,12,8,14,9,48.3448028918528,7.52866141507276,12,-1,8,-1,4,1,0,0,0,0,0,1,62
1,11,16,14,9,15,50.7127881500249,9.52974560267091,16,-1,14,-1,4,1,0,0,0,0,0,1,63
1,11,1,17,18,11,49.3761698215282,9.07970721423589,1,-1,17,-1,4,1,0,0,0,0,0,1,64
1,11,9,20,15,11,51.2412935990342,10.1923256575959,9,-1,20,-1,4,1,0,0,0,0,0,1,65
1,11,4,7,5,15,51.3058268929657,8.77920254533436,4,-1,7,-1,4,1,0,0,0,0,0,1,66
3,11,57,45,2,11,50.416316122698,9.31336355508782,57,-1,45,-1,4,0,0,0,0,0,1,1,67
5,11,91,81,13,9,50.2695251105127,10.7308804745805,91,-1,81,-1,4,0,0,0,1,1,2,1,68
4,12,75,73,7,15,49.957308654723,6.78192523541736,75,-1,73,-1,4,0,0,0,1,0,2,1,69
4,12,80,70,6,17,51.5704340792378,7.10738884455073,80,-1,70,-1,4,0,0,0,1,0,2,1,70
5,12,90,95,5,15,51.3058268929657,8.77920254533436,90,-1,95,-1,4,0,0,0,1,1,2,1,71
5,12,83,88,20,11,52.189363865417,11.7692787280823,83,-1,88,-1,4,0,0,0,1,1,2,1,72
5,12,85,82,12,11,48.5864933465078,9.48847812528268,85,-1,82,-1,4,0,0,0,1,1,2,1,73
1,13,19,17,7,17,49.957308654723,6.78192523541736,19,-1,17,-1,4,1,0,0,0,0,0,1,74
3,13,57,49,2,13,50.416316122698,9.31336355508782,57,-1,49,-1,4,0,0,0,0,0,1,1,75
4,13,80,71,6,9,51.5704340792378,7.10738884455073,80,-1,71,-1,4,0,0,0,1,0,2,1,76
4,13,69,74,10,9,51.2108110130129,6.54265100792168,69,-1,74,-1,4,0,0,0,1,0,2,1,77
5,13,98,81,9,15,50.7127881500249,9.52974560267091,98,-1,81,-1,4,0,0,0,1,1,2,1,78
5,13,90,95,5,9,51.3058268929657,8.77920254533436,90,-1,95,-1,4,0,0,0,1,1,2,1,79
1,14,14,20,19,13,50.9676528046984,9.64302532822536,14,-1,20,-1,4,1,0,0,0,0,0,1,80
2,14,25,38,15,13,51.2412935990342,10.1923256575959,25,-1,38,-1,4,0,1,0,0,0,0,1,81
2,14,28,23,5,17,51.3058268929657,8.77920254533436,28,-1,23,-1,4,0,1,0,0,0,0,1,82
3,14,51,52,16,13,49.4603256182019,9.43764523446817,51,-1,52,-1,4,0,0,0,0,0,1,1,83
4,14,76,63,5,13,51.3058268929657,8.77920254533436,76,-1,63,-1,4,0,0,0,1,0,2,1,84
5,14,89,98,15,9,51.2412935990342,10.1923256575959,89,-1,98,-1,4,0,0,0,1,1,2,1,85
5,14,85,95,12,11,48.5864933465078,9.48847812528268,85,-1,95,-1,4,0,0,0,1,1,2,1,86
1,15,15,8,2,17,50.416316122698,9.31336355508782,15,-1,8,-1,4,1,0,0,0,0,0,1,87
1,15,13,4,1,13,48.8213861527822,11.1172379625167,13,-1,4,-1,4,1,0,0,0,0,0,1,88
2,15,27,31,11,13,48.3891602952054,10.2921586323467,27,-1,31,-1,4,0,1,0,0,0,0,1,89
3,15,44,50,4,17,48.4757434738968,7.87819409576205,44,-1,50,-1,4,0,0,0,0,0,1,1,90
5,15,98,99,9,17,50.7127881500249,9.52974560267091,98,-1,99,-1,4,0,0,0,1,1,2,1,91
5,15,85,92,12,17,48.5864933465078,9.48847812528268,85,-1,92,-1,4,0,0,0,1,1,2,1,92
1,16,13,1,1,13,48.8213861527822,11.1172379625167,13,-1,1,-1,4,1,0,0,0,0,0,1,93
1,16,2,19,6,17,51.5704340792378,7.10738884455073,2,-1,19,-1,4,1,0,0,0,0,0,1,94
2,16,35,38,8,11,50.1076590763442,9.38829639855359,35,-1,38,-1,4,0,1,0,0,0,0,1,95
2,16,26,34,18,17,49.3761698215282,9.07970721423589,26,-1,34,-1,4,0,1,0,0,0,0,1,96
3,16,55,51,8,13,50.1076590763442,9.38829639855359,55,-1,51,-1,4,0,0,0,0,0,1,1,97
3,16,49,46,10,15,51.2108110130129,6.54265100792168,49,-1,46,-1,4,0,0,0,0,0,1,1,98
4,16,61,78,14,15,48.3448028918528,7.52866141507276,61,-1,78,-1,4,0,0,0,1,0,2,1,99
4,16,72,67,13,11,50.2695251105127,10.7308804745805,72,-1,67,-1,4,0,0,0,1,0,2,1,100
1,17,15,18,2,11,50.416316122698,9.31336355508782,15,-1,18,-1,4,1,0,0,0,0,0,1,101
2,17,39,30,1,15,48.8213861527822,11.1172379625167,39,-1,30,-1,4,0,1,0,0,0,0,1,102
2,17,27,21,11,11,48.3891602952054,10.2921586323467,27,-1,21,-1,4,0,1,0,0,0,0,1,103
5,17,81,96,7,13,49.957308654723,6.78192523541736,81,-1,96,-1,4,0,0,0,1,1,2,1,104
1,18,9,6,15,11,51.2412935990342,10.1923256575959,9,-1,6,-1,4,1,0,0,0,0,0,1,105
2,18,31,32,3,13,48.8065225564218,11.0338137485468,31,-1,32,-1,4,0,1,0,0,0,0,1,106
3,18,58,54,6,17,51.5704340792378,7.10738884455073,58,-1,54,-1,4,0,0,0,0,0,1,1,107
3,18,48,53,11,11,48.3891602952054,10.2921586323467,48,-1,53,-1,4,0,0,0,0,0,1,1,108
5,18,96,94,4,13,48.4757434738968,7.87819409576205,96,-1,94,-1,4,0,0,0,1,1,2,1,109
1,19,1,2,18,17,49.3761698215282,9.07970721423589,1,-1,2,-1,4,1,0,0,0,0,0,1,110
2,19,36,31,12,9,48.5864933465078,9.48847812528268,36,-1,31,-1,4,0,1,0,0,0,0,1,111
2,19,25,30,15,9,51.2412935990342,10.1923256575959,25,-1,30,-1,4,0,1,0,0,0,0,1,112
2,19,38,37,17,13,49.2812867155106,8.25178856767552,38,-1,37,-1,4,0,1,0,0,0,0,1,113
2,19,34,22,4,17,48.4757434738968,7.87819409576205,34,-1,22,-1,4,0,1,0,0,0,0,1,114
3,19,49,42,10,13,51.2108110130129,6.54265100792168,49,-1,42,-1,4,0,0,0,0,0,1,1,115
3,19,45,52,5,17,51.3058268929657,8.77920254533436,45,-1,52,-1,4,0,0,0,0,0,1,1,116
4,19,77,75,3,15,48.8065225564218,11.0338137485468,77,-1,75,-1,4,0,0,0,1,0,2,1,117
1,20,2,19,6,11,51.5704340792378,7.10738884455073,2,-1,19,-1,4,1,0,0,0,0,0,1,118
1,20,3,8,17,17,49.2812867155106,8.25178856767552,3,-1,8,-1,4,1,0,0,0,0,0,1,119
3,20,52,41,15,13,51.2412935990342,10.1923256575959,52,-1,41,-1,4,0,0,0,0,0,1,1,120
5,20,86,89,6,13,51.5704340792378,7.10738884455073,86,-1,89,-1,4,0,0,0,1,1,2,1,121
