"league","day","team1","team2","venue","time","geoLat","geoLng","club1","club2","club3","club4","num_offs","toplev1","toplev2","cupmode","whprosp","offownc","lirest","nwh","id"
5,3,89,96,4,15,51.8248079588399,10.4158050764831,89,-1,96,-1,4,0,0,0,1,1,2,1,21
2,4,34,31,12,13,50.1491573996169,8.28084593553701,34,-1,31,-1,4,0,1,0,0,0,0,1,22
3,4,50,59,15,9,49.1149055519018,9.76478454997128,50,-1,59,-1,4,0,0,0,0,0,1,1,23
5,4,83,90,16,11,50.3185870024027,6.90272953744618,83,-1,90,-1,4,0,0,0,1,1,2,1,24
5,4,84,95,8,15,50.4484560408047,8.48323253448951,84,-1,95,-1,4,0,0,0,1,1,2,1,25
5,4,92,88,1,15,52.2238234120851,9.33381541940082,92,-1,88,-1,4,0,0,0,1,1,2,1,26
5,4,99,94,2,17,50.7330928856811,9.42556743110729,99,-1,94,-1,4,0,0,0,1,1,2,1,27
1,5,14,8,1,11,52.2238234120851,9.33381541940082,14,-1,8,-1,4,1,0,0,0,0,0,1,28
1,5,5,1,9,17,50.0704519033887,7.84912724822298,5,-1,1,-1,4,1,0,0,0,0,0,1,29
2,5,37,31,5,9,48.6374584051127,6.87530691317565,37,-1,31,-1,4,0,1,0,0,0,0,1,30
3,5,58,48,9,13,50.0704519033887,7.84912724822298,58,-1,48,-1,4,0,0,0,0,0,1,1,31
3,5,57,60,17,9,47.6674800922641,9.30232186007141,57,-1,60,-1,4,0,0,0,0,0,1,1,32
1,6,7,18,14,11,48.3366930547841,9.80311002939307,7,-1,18,-1,4,1,0,0,0,0,0,1,33
2,6,27,40,8,17,50.4484560408047,8.48323253448951,27,-1,40,-1,4,0,1,0,0,0,0,1,34
3,6,60,43,10,9,48.0503525171265,8.07080349163269,60,-1,43,-1,4,0,0,0,0,0,1,1,35
5,6,83,81,16,11,50.3185870024027,6.90272953744618,83,-1,81,-1,4,0,0,0,1,1,2,1,36
1,7,18,5,11,15,51.7342987960773,9.94498879951544,18,-1,5,-1,4,1,0,0,0,0,0,1,37
2,7,30,22,19,17,48.5474150057837,11.0050401111863,30,-1,22,-1,4,0,1,0,0,0,0,1,38
3,7,54,42,1,13,52.2238234120851,9.33381541940082,54,-1,42,-1,4,0,0,0,0,0,1,1,39
4,7,79,78,15,9,49.1149055519018,9.76478454997128,79,-1,78,-1,4,0,0,0,1,0,2,1,40
1,8,12,9,15,15,49.1149055519018,9.76478454997128,12,-1,9,-1,4,1,0,0,0,0,0,1,41
1,8,5,4,9,9,50.0704519033887,7.84912724822298,5,-1,4,-1,4,1,0,0,0,0,0,1,42
2,8,22,30,1,17,52.2238234120851,9.33381541940082,22,-1,30,-1,4,0,1,0,0,0,0,1,43
2,8,36,24,13,11,49.2122505679757,9.84631630821371,36,-1,24,-1,4,0,1,0,0,0,0,1,44
4,8,76,74,11,17,51.7342987960773,9.94498879951544,76,-1,74,-1,4,0,0,0,1,0,2,1,45
4,8,65,80,10,11,48.0503525171265,8.07080349163269,65,-1,80,-1,4,0,0,0,1,0,2,1,46
5,8,87,92,12,9,50.1491573996169,8.28084593553701,87,-1,92,-1,4,0,0,0,1,1,2,1,47
1,9,1,13,18,11,50.8968700399547,8.38541171050498,1,-1,13,-1,4,1,0,0,0,0,0,1,48
2,9,35,33,6,15,48.4877798542497,10.102907929379,35,-1,33,-1,4,0,1,0,0,0,0,1,49
2,9,25,32,3,13,49.6544457950487,10.9102911526092,25,-1,32,-1,4,0,1,0,0,0,0,1,50
3,9,49,44,4,9,51.8248079588399,10.4158050764831,49,-1,44,-1,4,0,0,0,0,0,1,1,51
4,9,70,68,5,17,48.6374584051127,6.87530691317565,70,-1,68,-1,4,0,0,0,1,0,2,1,52
5,9,87,92,12,9,50.1491573996169,8.28084593553701,87,-1,92,-1,4,0,0,0,1,1,2,1,53
1,10,15,18,6,15,48.4877798542497,10.102907929379,15,-1,18,-1,4,1,0,0,0,0,0,1,54
2,10,27,22,8,11,50.4484560408047,8.48323253448951,27,-1,22,-1,4,0,1,0,0,0,0,1,55
2,10,24,36,10,13,48.0503525171265,8.07080349163269,24,-1,36,-1,4,0,1,0,0,0,0,1,56
3,10,55,47,19,17,48.5474150057837,11.0050401111863,55,-1,47,-1,4,0,0,0,0,0,1,1,57
5,10,85,100,11,15,51.7342987960773,9.94498879951544,85,-1,100,-1,4,0,0,0,1,1,2,1,58
2,11,21,27,14,9,48.3366930547841,9.80311002939307,21,-1,27,-1,4,0,1,0,0,0,0,1,59
2,11,35,28,6,13,48.4877798542497,10.102907929379,35,-1,28,-1,4,0,1,0,0,0,0,1,60
4,11,79,76,15,9,49.1149055519018,9.76478454997128,79,-1,76,-1,4,0,0,0,1,0,2,1,61
4,11,68,75,16,15,50.3185870024027,6.90272953744618,68,-1,75,-1,4,0,0,0,1,0,2,1,62
4,11,66,67,2,9,50.7330928856811,9.42556743110729,66,-1,67,-1,4,0,0,0,1,0,2,1,63
5,11,98,90,3,11,49.6544457950487,10.9102911526092,98,-1,90,-1,4,0,0,0,1,1,2,1,64
1,12,17,15,19,13,48.5474150057837,11.0050401111863,17,-1,15,-1,4,1,0,0,0,0,0,1,65
2,12,30,35,19,11,48.5474150057837,11.0050401111863,30,-1,35,-1,4,0,1,0,0,0,0,1,66
2,12,38,22,7,11,48.0674109482048,7.09869823085366,38,-1,22,-1,4,0,1,0,0,0,0,1,67
4,12,65,79,10,17,48.0503525171265,8.07080349163269,65,-1,79,-1,4,0,0,0,1,0,2,1,68
5,12,93,84,9,11,50.0704519033887,7.84912724822298,93,-1,84,-1,4,0,0,0,1,1,2,1,69
1,13,3,11,7,17,48.0674109482048,7.09869823085366,3,-1,11,-1,4,1,0,0,0,0,0,1,70
2,13,32,30,9,13,50.0704519033887,7.84912724822298,32,-1,30,-1,4,0,1,0,0,0,0,1,71
3,13,44,49,14,9,48.3366930547841,9.80311002939307,44,-1,49,-1,4,0,0,0,0,0,1,1,72
4,13,69,67,6,17,48.4877798542497,10.102907929379,69,-1,67,-1,4,0,0,0,1,0,2,1,73
1,14,4,6,2,13,50.7330928856811,9.42556743110729,4,-1,6,-1,4,1,0,0,0,0,0,1,74
1,14,9,3,3,11,49.6544457950487,10.9102911526092,9,-1,3,-1,4,1,0,0,0,0,0,1,75
2,14,25,22,3,17,49.6544457950487,10.9102911526092,25,-1,22,-1,4,0,1,0,0,0,0,1,76
2,14,36,23,13,11,49.2122505679757,9.84631630821371,36,-1,23,-1,4,0,1,0,0,0,0,1,77
3,14,54,60,1,15,52.2238234120851,9.33381541940082,54,-1,60,-1,4,0,0,0,0,0,1,1,78
4,14,65,61,10,17,48.0503525171265,8.07080349163269,65,-1,61,-1,4,0,0,0,1,0,2,1,79
5,14,99,86,2,17,50.7330928856811,9.42556743110729,99,-1,86,-1,4,0,0,0,1,1,2,1,80
5,14,94,84,6,9,48.4877798542497,10.102907929379,94,-1,84,-1,4,0,0,0,1,1,2,1,81
1,15,13,2,12,15,50.1491573996169,8.28084593553701,13,-1,2,-1,4,1,0,0,0,0,0,1,82
2,15,34,25,12,17,50.1491573996169,8.28084593553701,34,-1,25,-1,4,0,1,0,0,0,0,1,83
3,15,57,48,17,15,47.6674800922641,9.30232186007141,57,-1,48,-1,4,0,0,0,0,0,1,1,84
4,15,75,64,14,9,48.3366930547841,9.80311002939307,75,-1,64,-1,4,0,0,0,1,0,2,1,85
4,15,63,77,17,9,47.6674800922641,9.30232186007141,63,-1,77,-1,4,0,0,0,1,0,2,1,86
4,15,62,79,7,15,48.0674109482048,7.09869823085366,62,-1,79,-1,4,0,0,0,1,0,2,1,87
5,15,81,86,14,13,48.3366930547841,9.80311002939307,81,-1,86,-1,4,0,0,0,1,1,2,1,88
5,15,99,84,2,17,50.7330928856811,9.42556743110729,99,-1,84,-1,4,0,0,0,1,1,2,1,89
1,16,10,11,10,11,48.0503525171265,8.07080349163269,10,-1,11,-1,4,1,0,0,0,0,0,1,90
1,16,3,7,7,13,48.0674109482048,7.09869823085366,3,-1,7,-1,4,1,0,0,0,0,0,1,91
2,16,25,40,3,11,49.6544457950487,10.9102911526092,25,-1,40,-1,4,0,1,0,0,0,0,1,92
2,16,24,34,10,15,48.0503525171265,8.07080349163269,24,-1,34,-1,4,0,1,0,0,0,0,1,93
3,16,41,60,13,9,49.2122505679757,9.84631630821371,41,-1,60,-1,4,0,0,0,0,0,1,1,94
4,16,61,74,19,13,48.5474150057837,11.0050401111863,61,-1,74,-1,4,0,0,0,1,0,2,1,95
5,16,81,88,14,9,48.3366930547841,9.80311002939307,81,-1,88,-1,4,0,0,0,1,1,2,1,96
5,16,85,100,11,11,51.7342987960773,9.94498879951544,85,-1,100,-1,4,0,0,0,1,1,2,1,97
1,17,4,2,2,9,50.7330928856811,9.42556743110729,4,-1,2,-1,4,1,0,0,0,0,0,1,98
1,17,5,1,9,13,50.0704519033887,7.84912724822298,5,-1,1,-1,4,1,0,0,0,0,0,1,99
2,17,38,35,7,17,48.0674109482048,7.09869823085366,38,-1,35,-1,4,0,1,0,0,0,0,1,100
5,17,97,83,20,13,50.0870535866727,9.98301975837513,97,-1,83,-1,4,0,0,0,1,1,2,1,101
1,18,7,2,14,17,48.3366930547841,9.80311002939307,7,-1,2,-1,4,1,0,0,0,0,0,1,102
4,18,79,76,15,17,49.1149055519018,9.76478454997128,79,-1,76,-1,4,0,0,0,1,0,2,1,103
4,18,80,74,8,11,50.4484560408047,8.48323253448951,80,-1,74,-1,4,0,0,0,1,0,2,1,104
4,18,75,70,14,13,48.3366930547841,9.80311002939307,75,-1,70,-1,4,0,0,0,1,0,2,1,105
5,18,90,88,7,17,48.0674109482048,7.09869823085366,90,-1,88,-1,4,0,0,0,1,1,2,1,106
1,19,7,3,14,9,48.3366930547841,9.80311002939307,7,-1,3,-1,4,1,0,0,0,0,0,1,107
3,19,51,42,2,11,50.7330928856811,9.42556743110729,51,-1,42,-1,4,0,0,0,0,0,1,1,108
4,19,77,72,12,13,50.1491573996169,8.28084593553701,77,-1,72,-1,4,0,0,0,1,0,2,1,109
4,19,69,64,6,17,48.4877798542497,10.102907929379,69,-1,64,-1,4,0,0,0,1,0,2,1,110
5,19,83,98,16,17,50.3185870024027,6.90272953744618,83,-1,98,-1,4,0,0,0,1,1,2,1,111
1,20,4,3,2,9,50.7330928856811,9.42556743110729,4,-1,3,-1,4,1,0,0,0,0,0,1,112
1,20,2,13,8,11,50.4484560408047,8.48323253448951,2,-1,13,-1,4,1,0,0,0,0,0,1,113
1,20,17,5,19,17,48.5474150057837,11.0050401111863,17,-1,5,-1,4,1,0,0,0,0,0,1,114
2,20,38,22,7,13,48.0674109482048,7.09869823085366,38,-1,22,-1,4,0,1,0,0,0,0,1,115
2,20,31,26,2,17,50.7330928856811,9.42556743110729,31,-1,26,-1,4,0,1,0,0,0,0,1,116
2,20,29,28,17,15,47.6674800922641,9.30232186007141,29,-1,28,-1,4,0,1,0,0,0,0,1,117
4,20,62,61,7,15,48.0674109482048,7.09869823085366,62,-1,61,-1,4,0,0,0,1,0,2,1,118
4,20,63,74,17,13,47.6674800922641,9.30232186007141,63,-1,74,-1,4,0,0,0,1,0,2,1,119
