"league","day","team1","team2","venue","time","geoLat","geoLng","club1","club2","club3","club4","num_offs","toplev1","toplev2","cupmode","whprosp","offownc","lirest","nwh","id"
2,4,38,33,16,9,49.8855480648588,11.0625552502109,38,-1,33,-1,4,0,1,0,0,0,0,1,22
3,4,57,56,4,9,51.7773144250955,9.27243038989748,57,-1,56,-1,4,0,0,0,0,0,1,1,23
4,4,62,80,5,15,49.5866348126498,7.26462490501594,62,-1,80,-1,4,0,0,0,1,0,2,1,24
3,5,51,59,12,17,51.2903904869203,10.3099771353077,51,-1,59,-1,4,0,0,0,0,0,1,1,25
3,5,57,50,4,17,51.7773144250955,9.27243038989748,57,-1,50,-1,4,0,0,0,0,0,1,1,26
5,5,81,96,15,17,48.3733677603581,8.99453276501543,81,-1,96,-1,4,0,0,0,1,1,2,1,27
5,5,93,83,18,15,50.7562727505288,9.23256213257206,93,-1,83,-1,4,0,0,0,1,1,2,1,28
3,6,47,42,10,15,48.5334324885789,9.46002478483321,47,-1,42,-1,4,0,0,0,0,0,1,1,29
3,6,49,50,19,13,51.3691467880351,10.6953863983391,49,-1,50,-1,4,0,0,0,0,0,1,1,30
4,6,62,68,5,17,49.5866348126498,7.26462490501594,62,-1,68,-1,4,0,0,0,1,0,2,1,31
4,6,61,70,6,17,50.5236621960188,11.0866673157111,61,-1,70,-1,4,0,0,0,1,0,2,1,32
4,6,78,64,8,17,47.9624700646693,8.07545576457421,78,-1,64,-1,4,0,0,0,1,0,2,1,33
4,6,73,80,3,13,50.1553326438835,8.11496748981206,73,-1,80,-1,4,0,0,0,1,0,2,1,34
5,6,91,90,6,9,50.5236621960188,11.0866673157111,91,-1,90,-1,4,0,0,0,1,1,2,1,35
5,6,81,82,15,15,48.3733677603581,8.99453276501543,81,-1,82,-1,4,0,0,0,1,1,2,1,36
2,7,38,24,16,17,49.8855480648588,11.0625552502109,38,-1,24,-1,4,0,1,0,0,0,0,1,37
2,7,30,25,1,15,50.3665189292423,10.8303272479131,30,-1,25,-1,4,0,1,0,0,0,0,1,38
3,7,42,59,6,17,50.5236621960188,11.0866673157111,42,-1,59,-1,4,0,0,0,0,0,1,1,39
3,7,41,50,2,13,48.175351253368,6.78759358758134,41,-1,50,-1,4,0,0,0,0,0,1,1,40
4,7,64,69,4,11,51.7773144250955,9.27243038989748,64,-1,69,-1,4,0,0,0,1,0,2,1,41
5,7,81,94,15,13,48.3733677603581,8.99453276501543,81,-1,94,-1,4,0,0,0,1,1,2,1,42
5,7,85,91,5,11,49.5866348126498,7.26462490501594,85,-1,91,-1,4,0,0,0,1,1,2,1,43
2,8,22,35,7,13,48.8567628374838,9.95230362290588,22,-1,35,-1,4,0,1,0,0,0,0,1,44
2,8,40,29,15,13,48.3733677603581,8.99453276501543,40,-1,29,-1,4,0,1,0,0,0,0,1,45
3,8,46,55,15,9,48.3733677603581,8.99453276501543,46,-1,55,-1,4,0,0,0,0,0,1,1,46
4,8,64,79,4,11,51.7773144250955,9.27243038989748,64,-1,79,-1,4,0,0,0,1,0,2,1,47
1,9,19,13,1,13,50.3665189292423,10.8303272479131,19,-1,13,-1,4,1,0,0,0,0,0,1,48
3,9,52,44,7,17,48.8567628374838,9.95230362290588,52,-1,44,-1,4,0,0,0,0,0,1,1,49
3,9,58,43,20,15,51.6501805487759,9.82433331373376,58,-1,43,-1,4,0,0,0,0,0,1,1,50
3,9,60,59,5,9,49.5866348126498,7.26462490501594,60,-1,59,-1,4,0,0,0,0,0,1,1,51
1,10,15,6,15,15,48.3733677603581,8.99453276501543,15,-1,6,-1,4,1,0,0,0,0,0,1,52
1,10,3,11,16,9,49.8855480648588,11.0625552502109,3,-1,11,-1,4,1,0,0,0,0,0,1,53
2,10,21,34,14,9,49.9602605014171,6.88283317956792,21,-1,34,-1,4,0,1,0,0,0,0,1,54
2,10,38,25,16,11,49.8855480648588,11.0625552502109,38,-1,25,-1,4,0,1,0,0,0,0,1,55
3,10,48,58,11,11,51.021787233906,10.3784093545816,48,-1,58,-1,4,0,0,0,0,0,1,1,56
3,10,41,43,2,11,48.175351253368,6.78759358758134,41,-1,43,-1,4,0,0,0,0,0,1,1,57
5,10,92,95,19,17,51.3691467880351,10.6953863983391,92,-1,95,-1,4,0,0,0,1,1,2,1,58
