"league","day","team1","team2","venue","time","geoLat","geoLng","club1","club2","club3","club4","num_offs","toplev1","toplev2","cupmode","whprosp","offownc","lirest","nwh","id"
2,9,24,32,2,9,48.6123506375652,7.30052316260271,24,-1,32,-1,4,0,1,0,0,0,0,1,95
2,9,38,23,14,13,50.590037825289,7.82455841746249,38,-1,23,-1,4,0,1,0,0,0,0,1,96
3,9,48,52,17,11,50.5221339206355,10.5031153642849,48,-1,52,-1,4,0,0,0,0,0,1,1,97
3,9,57,43,11,15,49.9066088840695,10.5470054860939,57,-1,43,-1,4,0,0,0,0,0,1,1,98
3,9,58,60,1,15,49.4223284587068,8.74911791221189,58,-1,60,-1,4,0,0,0,0,0,1,1,99
4,9,75,79,19,9,52.2886094327029,8.89142180960171,75,-1,79,-1,4,0,0,0,1,0,2,1,100
4,9,73,70,8,13,50.7159217710063,10.124355551805,73,-1,70,-1,4,0,0,0,1,0,2,1,101
5,9,81,88,4,11,49.8530923162122,10.10665627856,81,-1,88,-1,4,0,0,0,1,1,2,1,102
5,9,89,94,9,11,48.3157047422206,9.35438904412795,89,-1,94,-1,4,0,0,0,1,1,2,1,103
5,9,82,92,14,9,50.590037825289,7.82455841746249,82,-1,92,-1,4,0,0,0,1,1,2,1,104
5,9,87,96,6,15,49.7964005799688,7.43810004095993,87,-1,96,-1,4,0,0,0,1,1,2,1,105
1,10,10,11,17,9,50.5221339206355,10.5031153642849,10,-1,11,-1,4,1,0,0,0,0,0,1,106
1,10,9,16,19,9,52.2886094327029,8.89142180960171,9,-1,16,-1,4,1,0,0,0,0,0,1,107
1,10,6,8,9,17,48.3157047422206,9.35438904412795,6,-1,8,-1,4,1,0,0,0,0,0,1,108
2,10,34,40,20,11,49.9935690369232,6.75219434245146,34,-1,40,-1,4,0,1,0,0,0,0,1,109
2,10,36,31,7,15,48.0776872649853,10.6031346302099,36,-1,31,-1,4,0,1,0,0,0,0,1,110
2,10,26,29,15,9,48.0719933793889,10.553501359522,26,-1,29,-1,4,0,1,0,0,0,0,1,111
4,10,65,73,16,17,49.4480375908459,10.9856924804368,65,-1,73,-1,4,0,0,0,1,0,2,1,112
4,10,69,62,4,15,49.8530923162122,10.10665627856,69,-1,62,-1,4,0,0,0,1,0,2,1,113
4,10,75,80,19,13,52.2886094327029,8.89142180960171,75,-1,80,-1,4,0,0,0,1,0,2,1,114
4,10,77,64,18,17,51.7820601512825,10.3955379854773,77,-1,64,-1,4,0,0,0,1,0,2,1,115
5,10,88,92,11,17,49.9066088840695,10.5470054860939,88,-1,92,-1,4,0,0,0,1,1,2,1,116
